RSSD9001,RSSD9010,RSSD9348,RSSD9999
674849,LUANA SVG BK,1209211,20200331
675042,COMMUNITY BK,1207682,20200331
675051,CHASEWOOD BK,0,20200331
675079,FAYETTE SVG BK SSB,4993173,20200331
675248,GREENLEAF WAYSIDE BK,1205754,20200331
675341,AMERICAN T&SB,1140846,20200331
675659,STATE B&TC KENMARE,1122057,20200331
675855,PROGRESSIVE NB,1108985,20200331
676049,SMACKOVER ST BK,1098264,20200331
676151,UNISON BK,1143678,20200331
676478,MALVERN BK NA,3805279,20200331
677176,TRUSTCO BK,1048513,20200331
677354,FIRST NB IN CIMARRON,1051625,20200331
677448,FIRST ST BK,1207114,20200331
677644,FARMERS & MERCHANTS BK,1099672,20200331
677756,FARMERS & MERCHANTS ST BK,2622219,20200331
677970,UNION S&LA,0,20200331
678052,BANK SAN JACINTO CTY,1107456,20200331
678070,SEWICKLEY SVG BK,0,20200331
678258,STATE BK OF LAKOTA,1124994,20200331
678454,MARION ST BK,0,20200331
678557,CITIZENS ST B&TC,1051951,20200331
678717,VIST BK,2367921,20200331
678744,CENTRAL ST BK,2253734,20200331
679451,ELK ST BK,1248041,20200331
679648,ROCHESTER ST BK,1132319,20200331
680055,UNITED CMNTY BK OF ND,1133781,20200331
680130,CITIZENS TR BK,1078958,20200331
680354,BANK OF BLUE VALLEY,1206546,20200331
680457,YELLOWSTONE BK,1124921,20200331
680747,FARMERS ST BK HILLSBORO,1205473,20200331
680813,FARMERS NB,1071191,20200331
681043,FIRST SCTY ST BK,1130726,20200331
681249,HIGHLAND ST BK,1881699,20200331
682143,COUNTY NB,3340015,20200331
682479,BEST HOMETOWN BK,1135404,20200331
682563,FROST BK,1102367,20200331
682648,FAIRFAX ST SVG BK,2524537,20200331
683449,MAQUOKETA ST BK,1200311,20200331
683663,MEGA INTL CMRL BK LA BR,0,20200331
683814,KENTUCKY FARMERS BK CORP,0,20200331
684455,BOM BK,3203138,20200331
685023,CITIZENS NB OF MCCONNELSVILLE,2951106,20200331
685649,NORTHWEST BK ROCKFORD,1137453,20200331
685676,OPPORTUNITY BK OF MT,4126609,20200331
685779,RIVERWOOD BK,3207613,20200331
686459,EXCHANGE BK OF MO,1249495,20200331
686570,LADYSMITH FS&LA,0,20200331
686758,FIRST ST BK OF SHELBY,1126493,20200331
687009,LAKELAND BK,1404799,20200331
687054,BANK OF OAK RIDGE,1109900,20200331
687830,FREDERICK CMNTY BK,1247624,20200331
687951,FIRST WESTERN B&TC,1127650,20200331
688079,WELLS FARGO TC NA,1120754,20200331
688257,FIRST TX BK,1100813,20200331
688453,CITIZENS ST BK,1122057,20200331
688556,BANK OF NEW MADRID,1095272,20200331
689209,COUNTRY BK FOR SVG,0,20200331
689357,NORTHEAST BK,1122422,20200331
689759,UNION B&TC,0,20200331
691042,MERCHANTS & PLANTERS BK,1099252,20200331
691556,FIRST MINNETONKA CITY BK,1125450,20200331
691743,ANNA ST BK,2861616,20200331
691958,MIDWEST RGNL BK,3595020,20200331
692450,SAINT CLAIR CTY ST BK,5013694,20200331
692704,WELLINGTON TC NA,0,20200331
692946,TOWN & COUNTRY B&TC,1100112,20200331
693073,FIRST FS&LA,0,20200331
693224,ATLANTIC UNION BK,1971693,20200331
693345,FIRST FNCL BK NA,1208595,20200331
693952,SECURITY FIRST BK OF ND,1127409,20200331
694146,MAXWELL ST BK,1133615,20200331
694771,FARMERS ST BK,0,20200331
694847,CENTURY B&TC,1491856,20200331
694904,NEW YORK CMNTY BK,2132932,20200331
695134,FIRST CITY BK OF FL,1246382,20200331
695349,TRI-COUNTY BK,1969506,20200331
695947,BANK OF BLUFFS,3917873,20200331
696047,BEDFORD L&D BK,2513214,20200331
696168,BALBOA T&LA,0,20200331
696430,HOME ST BK NA,1209181,20200331
696645,HOME NB OF THORNTOWN,1133183,20200331
697035,COVINGTON CTY BK,2228590,20200331
697147,TERRE HAUTE SVG BK,2861773,20200331
697156,HOMEBANK,1094480,20200331
697231,FNBT BK,1129823,20200331
697633,BBVA USA,1391237,20200331
697763,WESTAMERICA BK,1025541,20200331
697950,CITY NB,3218543,20200331
697978,COMMUNITY BK OF THE CHESAPEAKE,2523389,20200331
698144,COMMUNITY FNCL SVC BK,2052067,20200331
698546,FIRST ST BK CAMPBELL HL,1427387,20200331
698649,THUMB B&TC,2972530,20200331
699105,BRIDGEWATER SVG BK,3134102,20200331
699253,CITIZENS BK,1095816,20200331
699534,SOUTHWEST GA BK,1081538,20200331
700140,MONTEZUMA ST BK,4516255,20200331
700252,CITIZENS NB,1131460,20200331
700430,COMMERCIAL BK,1086739,20200331
700458,MERCHANTS BK,1142206,20200331
701062,CENTRAL PACIFIC BK,1022764,20200331
701222,MERCHANTS NB,2485487,20200331
701259,PLATTE VALLEY BK OF MO,1094314,20200331
701839,CITIZENS B&TC,3200874,20200331
701857,CROWELL ST BK,1894998,20200331
702117,NBT BK NA,1139279,20200331
702359,TEXAS HERITAGE BK,1105283,20200331
702612,FIRST SOUTHERN NB,1247987,20200331
702836,FIRST FARMERS & CMRL BK,1082834,20200331
702911,PEOPLES BK CO,2684543,20200331
702966,FARMERS ST BK OF NEWCASTLE,4753528,20200331
703039,JEFFERSON BK,1137033,20200331
703552,HORIZON BK SSB,3412798,20200331
703767,CENTRAL VALLEY CMNTY BK,2935405,20200331
704559,CENTRAL BK OF THE MW,1094314,20200331
704755,PROVIDENCE BK,3523359,20200331
705378,DEL NORTE BK A S&LA,4097969,20200331
705444,ARKANSAS COUNTY BK,1099243,20200331
705556,NEIGHBORHOOD NB,1124024,20200331
706030,SOUTH COAST B&TC,1493636,20200331
706058,FIRST NB OF MOOSE LAKE,2992396,20200331
706236,BANK OF MINGO,0,20200331
706254,COMMUNITY ST BK,1060243,20200331
706450,LAKE COUNTRY CMNTY BK,1142868,20200331
706656,COMMUNITY BK OF MARSHALL,2647360,20200331
707130,MEGA INTL CMRL BK CHICAGO BR,0,20200331
707354,FIRST ST CMNTY BK,1099917,20200331
708379,SECURITY SVGS BK,2823696,20200331
709143,MIDWEST BK,3356632,20200331
709451,COMMERCIAL TC OF FAYETTE,2313049,20200331
709554,WESTERN BK ARTESIA NM,1065453,20200331
709602,UNIBANK FOR SVG,2465519,20200331
709639,MACON B&TC,1136577,20200331
709956,OKLAHOMA HERITAGE BK,0,20200331
710176,FIRST MO BK,3963526,20200331
710859,CITIZENS BK,1106628,20200331
711472,BANK OF GUAM,4272869,20200331
711520,MINERS EXCH BK,0,20200331
711548,CHELSEA ST BK,3306824,20200331
711753,SCRIBNER BK,1056143,20200331
711801,SAVINGS BK,4466912,20200331
712059,UNITED PRAIRIE BK,1123885,20200331
712273,PERPETUAL FSB,0,20200331
712648,PEOPLES BK,1098684,20200331
712956,FIRST NM BK,1107830,20200331
713047,BANK OF MONTGOMERY,2139696,20200331
713252,PEOPLES ST BK OF VELVA,4412151,20200331
713476,PYRAMAX BK FSB,5301122,20200331
713926,FARMERS & MERCHANTS BK,1076495,20200331
714165,CITY NB,1110205,20200331
714437,MOUNTAIN VALLEY BK,1134751,20200331
714839,FIRST NB USA,1140190,20200331
714978,COOPERATIVE BK,0,20200331
715032,PEOPLES BK,1081725,20200331
715050,STAR BK,1827718,20200331
715144,GRUNDY BK,1208504,20200331
715340,WEST MI CMNTY BK,2958990,20200331
715470,FIRST WESTERN FSB,0,20200331
715630,CITIZENS B&TC OF GRAINGER CTY,1085992,20200331
715676,BANK OF GUAM SAN FRANCISCO BR,0,20200331
715872,LIFESTORE BK,3837542,20200331
715975,AMORY FS&LA,0,20200331
716374,FIRST HARRISON BK,2867458,20200331
716655,AMERICAN BK NORTH,4792022,20200331
716833,MARQUETTE BK,1207486,20200331
716851,COMMUNITY BK,1974630,20200331
716954,CITIZENS FIRST BK,1207561,20200331
717232,PEOPLES BK OF GRACEVILLE,1085415,20200331
717670,SYSTEMATIC SVGS BK,0,20200331
717737,CITIZENS NB,1086270,20200331
717924,SOUTHERN B&TC,1075694,20200331
718079,AMERICAN B&TC,2226475,20200331
718145,FIRST SECURITY BK,1098509,20200331
718275,BANK FEDERATED ST MICRONESIA,0,20200331
718538,GRANT CTY BK,1131750,20200331
719030,FIRST NB OF PETERSTOWN,2942805,20200331
719610,FIRST NB,1427220,20200331
719656,CALLAWAY BK,1097098,20200331
719964,FIRST ST BK,3938720,20200331
720157,MARSHALL CTY ST BK,0,20200331
720317,BNY INTL FINANCING CORP,3587146,20200331
720344,BANK OF CLARKSON,1119404,20200331
720746,BRADFORD NB,2456919,20200331
720858,MCINTOSH COUNTY BK,1143678,20200331
721350,BANKNORTH,1128040,20200331
721752,FARMERS & MERCHANTS ST BK,1124202,20200331
721949,FIRST & FARMERS NB,2022444,20200331
722227,MOVEMENT BK,0,20200331
722432,BANK OF ROMNEY,1417324,20200331
722544,NATIONAL EXCHANGE B&T,1202052,20200331
722777,SANTANDER BK NA,1239254,20200331
722816,SOLVAY BK,1143342,20200331
723112,FIFTH THIRD BK NA,1070345,20200331
723158,STATE BK OF FAIRMONT,1126112,20200331
723550,HAMILTON BK,1854303,20200331
723653,WESTERN BK,1417454,20200331
723756,PEOPLES BK,3343070,20200331
723822,VIRGINIA B&TC,2623467,20200331
723868,PEARLAND ST BK,2184043,20200331
724230,SIMPLYBANK.,0,20200331
724548,DIXON BK,0,20200331
724744,GNB BK,1205950,20200331
724904,HOME LOAN INV BK FSB,5278411,20200331
724940,FARMERS & MERCHANTS BK,1096390,20200331
725077,OTTAWA SVGS BK,5009204,20200331
725732,BAC FL BK,0,20200331
725741,HOLMES COUNTY B&TC,1119057,20200331
725853,COMMUNITY BK OF THE MIDWEST,1053384,20200331
726458,FIRST NB OF OSAKIS,1127016,20200331
726953,UNITED TX BK,4378529,20200331
727174,GUARDIAN SVG BK FSB,3828018,20200331
727709,BANK OF INDIA NY BR,0,20200331
728948,MIDSTATES BK NA,1825367,20200331
728957,FARMERS & MERCHANTS ST BK,1123791,20200331
729011,COMMUNITY BK,1249682,20200331
729057,PINE RIVER ST BK,1128424,20200331
729178,CYPRESS BK SSB,3823974,20200331
729310,PATHFINDER BK,2596776,20200331
729459,PINE ISLAND BK,1123111,20200331
729570,MUTUAL SVG BK,0,20200331
729842,BANK OF WOLCOTT,1210208,20200331
729945,CITIZENS B&TC,2605249,20200331
730745,CITIZENS SVG BK,1204355,20200331
731050,YORK ST BK,4771997,20200331
731247,HILLS B&TC,1245291,20200331
731667,BANK OF INDIA SF AGY,0,20200331
731957,FIRST NB OF PROCTOR,0,20200331
732178,GRAND SVG BK,4521334,20200331
732253,CITIZENS PROGRESSIVE BK,1108985,20200331
732637,WHITESVILLE ST BK,1135842,20200331
732758,BANKERS BK OF THE WEST,2249401,20200331
732918,JERSEY SHORE ST BK,1117688,20200331
732954,CARMINE ST BK,0,20200331
733054,INDUSTRY ST BK,2112439,20200331
733540,GATEWAY BK,4512378,20200331
733559,GREAT PLAINS ST BK,2761480,20200331
733661,HATCH BK,0,20200331
733755,JONESBURG ST BK,1100251,20200331
733951,CITIZENS ST B&TC,2855679,20200331
734248,IOWA ST BK,1207673,20200331
734350,GIBSLAND B&TC,1136102,20200331
734538,FIRST NAT BKRS BK,1086131,20200331
734613,BANK OF LANDISBURG,0,20200331
735049,FREELAND ST BK,0,20200331
735067,TEXAS REPUBLIC BK NA,4215745,20200331
735414,FIRST NB,1859193,20200331
735441,AMERICAN ST BK,1201457,20200331
735656,PLATTSMOUTH ST BK,1399644,20200331
735768,AMERICAN RIVER BK,2312837,20200331
735973,SCOTTSBURG B&LA,3832202,20200331
736158,POTTER ST BK OF POTTER,2046516,20200331
736206,CAMBRIDGE TC,1115013,20200331
736448,STATE B&TC,3131893,20200331
736550,UNION ST BK,1057515,20200331
736662,FIRST ST BK,3600399,20200331
737548,BANKIOWA,1204337,20200331
738013,CITIZENS NB,3248821,20200331
738040,UNITED BK IA,1205183,20200331
738143,PROSPECT BK,2577766,20200331
738255,TOWN & COUNTRY BK,1054859,20200331
738303,EAST CAMBRIDGE SVG BK,4459820,20200331
738572,DEARBORN SVGS BK,1134069,20200331
738657,CITY ST BK,1023145,20200331
738769,COMMUNITY NAT B&T TX,1104017,20200331
739346,ATKINS SVG B&TC,0,20200331
739355,TEXAS NB,2716471,20200331
739560,FREMONT BK,1026801,20200331
739832,FISHER NB,2616179,20200331
740249,FIRST WHITNEY B&TC,1200571,20200331
741068,FIDELITY BK OF TX,1108501,20200331
741152,JUNCTION NB,0,20200331
741330,F&M BK,1138450,20200331
741358,PEOPLES ST BK,1059519,20200331
741648,SECURITY BK,1098004,20200331
741844,FARMERS SVGS BK,1889499,20200331
741956,MER ROUGE ST BK,0,20200331
741974,FIRST FSB OF KY,3824476,20200331
742056,CASTROVILLE ST BK,0,20200331
742355,FARMERS BK OF LINCOLN,1066094,20200331
742542,FIRST CMNTY BK,1990096,20200331
742636,MISSISSIPPI RIVER BK,0,20200331
742944,FORTE BK,1209275,20200331
743679,RELIANCE SVG BK,3788783,20200331
743950,FARMERS BK OF LOHMAN,0,20200331
744238,FARMERS AND MECHANICS BK,1203899,20200331
744256,FIRST ST BK,1057850,20200331
744854,CITIZENS BK,1427556,20200331
745150,GORHAM ST BK,0,20200331
745347,BOONE B&TC,1202258,20200331
746157,SENTRY BK,3348011,20200331
746223,1880 BK,2706726,20200331
746429,TOUCHSTONE BK,1076105,20200331
746513,PEOPLES B&TC OF MADISON CTY,1966671,20200331
746568,PHILIPPINE NB LA BR,0,20200331
746755,BANK OF HAYS,1052293,20200331
746942,UNION ST BK,3640407,20200331
746979,SPRATT SVGS BK,0,20200331
747051,HOMEPRIDE BK,1095870,20200331
747060,UBS AG SAN FRANCISCO BR,0,20200331
747257,HALSTEAD BK,1064513,20200331
748254,BANKCHEROKEE,1128228,20200331
748357,CHAPPELL HILL BK,0,20200331
748441,WARREN B&TC,0,20200331
748665,SHANGHAI CMRL BK SF BR,0,20200331
748964,TEXAS ST BK,2472973,20200331
749242,RENASANT BK,1098844,20200331
749635,AUBURNBANK,1129533,20200331
749840,FARMERS ST BK,1201756,20200331
749943,RARITAN ST BK,2267982,20200331
749952,FIRST B&TC,2007610,20200331
750051,NORTH STAR BK,0,20200331
750127,PEOPLES BK,2531049,20200331
750154,FIRST ST BK,2088208,20200331
750239,GLENVIEW ST BK,1201112,20200331
750341,HIGHPOINT CMNTY BK,1136287,20200331
750444,STATE BK BUSSEY,1205101,20200331
750846,SECURITY ST BK,1206032,20200331
751254,PROGROWTH BK,1126877,20200331
751656,FRANDSEN B&T,1128358,20200331
751852,CENTRAL BK OF KANSAS CITY,1063084,20200331
752644,MECHANICS BK,3165106,20200331
752831,BANK OF MADISON,1135105,20200331
753052,MONTROSE SVG BK,1062694,20200331
753276,HSBC INTL FNC CORP DE,1857108,20200331
753324,BANK OF CLARKE CTY,1951770,20200331
753641,HURON NB,1491771,20200331
753856,DONLEY CTY ST BK,2126669,20200331
754068,C3BANK NA,4970268,20200331
754246,LOGAN ST BK,1492282,20200331
754536,VERMILION B&TC,1141898,20200331
754826,VINTON CTY NB,1070765,20200331
754853,FIRST NB OF HUTCHINSON,1139354,20200331
754929,NATIONAL BK OF BLACKSBURG,1139925,20200331
755047,FIRST NB IN HOWELL,1398795,20200331
755252,CROSS KEYS BK,1132382,20200331
755421,BLUE GRASS VALLEY BK,0,20200331
755458,FORESIGHT BK,1485800,20200331
756343,MALVERN BK,3070415,20200331
756848,COMMUNITY FIRST BK,2587411,20200331
757377,LIBERTY BK FOR SVG,0,20200331
757452,FARMERS ST BK,1067000,20200331
757612,RIVERVIEW BK,2727495,20200331
757779,MCS BK,0,20200331
758703,CAMBRIDGE SVG BK,2687795,20200331
758842,CITIZENS SVG BK,1990096,20200331
758851,FIRST BK OF THE LAKE,0,20200331
759045,FIRST EAGLE BK,1492956,20200331
759625,BANK OF BOTETOURT,0,20200331
760210,FARMERS & MRCH BK,1249909,20200331
760331,BRANNEN BK,1082375,20200331
760340,NATIONAL BK ST ANNE,3595431,20200331
760434,IPAVA ST BK,2067771,20200331
760649,AUDUBON ST BK,5085664,20200331
760854,SOUTHWEST MO BK,1063552,20200331
760939,FIRST BK OF PIKE,0,20200331
760957,FIRST ST BK OF ROSEMOUNT,2380948,20200331
761244,BELGRADE ST BK,1136988,20200331
761347,MITCHELL BK,1201420,20200331
761459,PINE COUNTRY BK,1125085,20200331
761543,OHNWARD B&TC,1200311,20200331
761806,WEBSTER BK NA,1145476,20200331
761833,COMMUNITY B&TC-WEST GA,1081873,20200331
761851,FIRST INDEPENDENT BK,1126037,20200331
761954,COLEMAN CTY ST BK,1107072,20200331
762045,STATE SVG BK,1201729,20200331
762447,FIRST MID B&TC NA,1206760,20200331
762474,FIDELITY BK NA,3223967,20200331
762773,ABACUS FSB,0,20200331
763211,BANK OF HINDMAN,3923306,20200331
763677,SECURITY FED BK,1253773,20200331
763930,FARMERS & MRCH BK,1086814,20200331
764030,AMERIS BK,1082067,20200331
764058,HIGHLAND BK,1124659,20200331
764067,AMERICAN NB,4552356,20200331
764142,FEDERATION BK,2604493,20200331
764151,LOVELADY ST BK,0,20200331
764441,MELVIN SVG BK,1205428,20200331
764816,CITIZENS GUARANTY BK,1143294,20200331
765019,BRYN MAWR TC,1140994,20200331
765318,CITIZENS B&TC,2753869,20200331
765354,BANK OF CROCKER,0,20200331
765505,WEBSTER FIVE CENTS SVG BK,3803033,20200331
765662,MUENSTER ST BK,0,20200331
765877,HOME SVG BK,0,20200331
766052,COMMUNITY BK OF EL DORADO SPRI,0,20200331
766164,TBK BK SSB,3233126,20200331
767040,LEGACY BK,1202388,20200331
767152,FIRST NB,1249280,20200331
767246,CHESTERFIELD ST BK,0,20200331
767255,LAMAR B&TC,1067354,20200331
767554,CITIZENS B&TC VIVIAN LA,3010288,20200331
767572,TUCUMCARI FS&LA,0,20200331
767611,BANK OF RICHMONDVILLE,0,20200331
767732,SOUTH GA BKG CO,2764977,20200331
767974,CFBANK NA,3828577,20200331
768074,FIRST FNCL NW BK,3843628,20200331
768458,COMMUNITY 1ST BK LAS VEGAS,2921695,20200331
768476,RAYMOND FED BK,0,20200331
768953,BANK OF TIOGA,1207785,20200331
769156,FIRST ST BK OF SAUK CENTRE,4498726,20200331
769334,EXCHANGE ST BK,1204430,20200331
770068,MORRIS CTY NB,1103515,20200331
770451,FARMERS & MERCHANTS ST BK,2780717,20200331
770545,MIDDLETOWN ST BK,2513250,20200331
770639,HOMETOWN NB,1209323,20200331
770657,NODAWAY VALLEY BK,1066414,20200331
770853,FIRST MW BK OF DEXTER,2575230,20200331
771047,CITIZENS ST BK MILFORD,1201390,20200331
771140,DIETERICH BK,1842355,20200331
771458,FIRST AMER BK,1108967,20200331
771609,BAYCOAST BK,2623430,20200331
771748,CHELSEA SVG BK,1206779,20200331
771878,FIRST FSB,0,20200331
772008,SOUTH SHORE BK,3212943,20200331
772446,COMERICA B&T NA,1199844,20200331
772754,METZ BKG CO,0,20200331
773032,FARMERS ST BK,2645937,20200331
773171,MID CENTRAL FSB,3800667,20200331
773247,MIDLAND ST BK,1491351,20200331
773443,CLINTON NB,1234491,20200331
773470,MALAGA BK FSB,3842528,20200331
773546,FIRST ST BK,1100028,20200331
773742,CITIZENS NB CHEBOYGAN,1135422,20200331
774132,VOLUNTEER ST BK,1080803,20200331
774235,CITIZENS NB OF QUITMAN,0,20200331
774253,NORTHERN ST BK OF VIRGINIA,5217915,20200331
774262,COMMUNITYBANK TX NA,3594890,20200331
774347,FARMERS SVG BK,1203460,20200331
775054,EASTERN COLORADO BK,3189894,20200331
775241,COMMUNITY NB MONMOUTH,0,20200331
775456,NATIONAL BK OF CMRC,2665739,20200331
775773,NORTH SHORE T&S,3849545,20200331
776006,BANCO NACION ARGENTINA NY BR,0,20200331
776369,FIRST ST BK,2215415,20200331
776547,MEADE COUNTY BK,1100309,20200331
777254,HERITAGE BK MN,1135619,20200331
777366,BANK OF THE ORIENT,1028533,20200331
777375,FIDELITY S&LA OF BUCKS CTY,0,20200331
777441,FLORA B&TC,2186186,20200331
777870,ALTOONA FIRST SVG BK,0,20200331
778738,CITIZENS BK,2244545,20200331
779016,MIFFLINBURG B&TC,1137042,20200331
779351,MERCHANTS BK NA,1128769,20200331
779360,COMMUNITY BK,2247612,20200331
779641,PORT AUSTIN ST BK,0,20200331
779650,CHIPPEWA VALLEY BK,1122963,20200331
779968,STATE BK OF INDIA CA,1242562,20200331
780049,BANK OF KILMICHAEL,3097850,20200331
780218,UNION BK CO,1136009,20200331
780263,OZONA NB,3491869,20200331
780562,INTERNATIONAL CITY BK,3444847,20200331
780722,HEBRON SVG BK,2876544,20200331
780955,WAUMANDEE ST BK,2892067,20200331
781028,ESSEX BK,3687046,20200331
782016,BANK OF MAYSVILLE,1071575,20200331
782306,BROOKLINE BK,2631510,20200331
782351,FIRST NB OF NORTHFIELD,1128769,20200331
782548,CLINTON BK,2266387,20200331
783161,FIRST NORTHERN BK,2880626,20200331
783246,GRINNELL ST BK,1208157,20200331
783349,STATE BK NAUVOO,0,20200331
783648,CENTIER BK,1204560,20200331
783844,CITIZENS BK,1207132,20200331
783871,BANKAMERICA INTL FNCL CORP,1073757,20200331
783910,NORTH VALLEY BK,3264193,20200331
784159,PEOPLES CMNTY BK,1119431,20200331
784430,MERCHANTS & CITIZENS BK,0,20200331
785147,FARMERS NB OF DANVILLE,1119244,20200331
785473,FIRST SAVINGS BK,3908929,20200331
785857,JAMES POLK STONE CMNTY BK,1104978,20200331
785923,LCNB NB,2759900,20200331
785932,COMMUNITY NB,0,20200331
785950,LEGACY BK,1416448,20200331
786210,TRADITIONAL BK,1070420,20200331
786256,STATE BK THE,1138786,20200331
786340,FIRST AMERICAN NB,3179877,20200331
786555,PEOPLES ST BK OF PLAINVIEW,1427640,20200331
786612,MID PENN BK,1944204,20200331
786733,JEFFERSON SECURITY BK,0,20200331
786948,FIRST BK HAMPTON,1200142,20200331
787141,EXCHANGE ST BK,3403732,20200331
787459,PRINSBANK,1495797,20200331
787842,FIRST IA ST BK,2139708,20200331
788308,BANK HAPOALIM BM PLAZA BR,0,20200331
788559,FARMERS & DROVERS BK,3566749,20200331
788652,WOODLAND BK,1126327,20200331
788773,HOMETOWN BK,3800797,20200331
789051,NINNESCAH VALLEY BK,0,20200331
790105,BANK HAPOALIM BM NY BR,0,20200331
790150,BANK OF IBERIA,1118760,20200331
790271,WASHINGTON SB,4841069,20200331
790543,COMMUNITY ST BK,2125813,20200331
790703,LEE BK,1985131,20200331
790918,FIRST KEYSTONE CMNTY BK,1118265,20200331
791072,INTERSTATE BK,3130542,20200331
791353,BANKWEST,1134872,20200331
791821,NATIONAL CAPITAL BK OF WA,0,20200331
791942,NEKOOSA PORT EDWARDS ST BK,1204074,20200331
792248,FARMERS & TRADERS SVG BK,1205017,20200331
792453,STATE BK OF DOWNS,1143575,20200331
792640,STATE SVG BK,1203022,20200331
792659,NATIONAL B&T,3685109,20200331
793571,MILLINGTON BK,3599318,20200331
794149,COMMERCIAL NB,1118818,20200331
794336,FIRST NB OF S MIAMI,1250370,20200331
794345,BLUE GRASS SVG BK,1143913,20200331
794475,EUREKA HMSTD,5371705,20200331
794653,FIRST NB AT SAINT JAMES,1142952,20200331
795249,FIRST ST BK,1139327,20200331
795548,CITIZENS ST BK,1245741,20200331
795959,KENNETT TR BK,1136308,20200331
795968,BANK OF HAWAII,1025309,20200331
796152,FIRST ST BK,2344650,20200331
796451,BANK OF KIRKSVILLE,2352280,20200331
796572,HOME FSB,2500719,20200331
796657,LYON CTY ST BK,1056769,20200331
797140,BANK OF NEW GLARUS,2339544,20200331
797775,BLUE FOUNDRY BK,2835514,20200331
798277,FAIRPORT SVG BK,3793657,20200331
798512,FIRST NB,2262503,20200331
799359,RED ROCK BK,4498726,20200331
799751,MINNESOTA NB,1246364,20200331
799854,CITY NB,2215451,20200331
799939,HARTSBURG ST BK,0,20200331
799948,FIRST NB OF LAWRENCE COUNTY,3288425,20200331
800134,HARVARD ST BK,1209604,20200331
800442,BANK OF WINONA,3229503,20200331
800479,TARBORO SVG BK SSB,0,20200331
800657,BREMER BK NA,1121340,20200331
800853,CENTINEL BK OF TAOS,1061754,20200331
801047,FIRST ST BK,1975459,20200331
801056,FARMERS ST BK,1064689,20200331
801654,FIRST ST BK,1898008,20200331
802866,SILICON VALLEY BK,1031449,20200331
803256,TRIUMPH ST BK,1127306,20200331
803265,ROBERT LEE ST BK,2155212,20200331
803649,GREEN BELT B&TC,1140958,20200331
803658,FARMERS ST BK OF TRIMONT,1126185,20200331
803957,KODABANK,1126671,20200331
804150,VERGAS ST BK,2206842,20200331
804338,FIRST BK HIGHLAND PARK,1205398,20200331
804374,HOME FED BK,4253121,20200331
804422,FARMERS & MRCH BK OF CRAIG CTY,0,20200331
804815,EDON ST BK CO,4315999,20200331
804860,CITIZENS ST BK,0,20200331
804963,BANK OF THE WEST,1231968,20200331
805045,EXCHANGE ST BK,1247905,20200331
805250,FNB BK,2267731,20200331
805335,BANK OF MONTICELLO,2412139,20200331
805755,FIRST NB NORTH,1126318,20200331
805876,PENNCREST BK,0,20200331
806220,SANDHILLS BK,3878835,20200331
806846,FIRST BK FNCL CENTRE,2320618,20200331
806864,CHINA CITIC BK INTL LA BR,0,20200331
806958,MIDWEST BK,1125580,20200331
807348,BRISTOL MORGAN BK,2736899,20200331
807432,MOUNT VERNON BK,2349516,20200331
807656,CITIZENS BK OF ADA,3435229,20200331
807946,SOUTH PORTE BK,4456593,20200331
807955,AMERICAN BK NA,1109964,20200331
808176,IBERIABANK,2291914,20200331
808260,FARMERS & MRCH BK CENT CA,2781910,20200331
808345,STATE CENT BK,3300215,20200331
808354,STATE BK OF WHEATON,1124369,20200331
808448,POPLAR GROVE ST BK,1916948,20200331
808653,GARRISON ST BK & TR,1126523,20200331
809070,MUTUAL S&LA,0,20200331
809276,UNITED MW SVGS BK NA,3828054,20200331
809379,INVESTORS CMNTY BK,2508144,20200331
809539,CITIZENS BK,1134050,20200331
809650,TEXANA BK NA,1104071,20200331
809678,NORTH ARUNDEL SVGS BK,0,20200331
809771,YAKIMA FS&LA,0,20200331
809856,BANK OF BURLINGTON,4864590,20200331
810544,CRAWFORD CTY T&SB,1021570,20200331
811046,BANKERS TC,1201671,20200331
811279,STANDARD BK PASB,4183442,20200331
811457,FIRST NB,0,20200331
811541,AUBURN BKG CO,2151670,20200331
811550,AMERICAN EXCH BK,0,20200331
811747,SECURITY SVG BK,1206658,20200331
812164,STATE ST B&TC OF CA NA,1111435,20200331
812379,FIRST CMNTY BK OF CULLMAN,4565721,20200331
812436,ITASCA B&TC,1209695,20200331
812557,BANK FORWARD,4932798,20200331
812614,COMMERCIAL BK,1071810,20200331
813059,HARWOOD ST BK,2234210,20200331
813572,CECIL BK,3135190,20200331
813853,COMMUNITY RESOURCE BK,1140789,20200331
814074,FIRST FED BK A FSB,3814459,20200331
814355,SECURITY ST BK OF OKLEE,0,20200331
814430,CITY NB OF FL,2833891,20200331
814458,CHARTER BK,2963556,20200331
814476,MILLVILLE SVGS BK,0,20200331
814551,KEARNEY TC,1063075,20200331
814711,PEOPLES B&TC,1357082,20200331
815053,GOPPERT FNCL BK,1051380,20200331
815147,HONOR BK,1881680,20200331
815156,DAKOTA CMNTY B&TC NA,2265782,20200331
815277,QUAINT OAK BK,3681316,20200331
815754,BANK OF CHEROKEE CTY,2355870,20200331
815772,CINCINNATUS S&LC,4301394,20200331
816210,BANCO SANTANDER PR,1239254,20200331
816256,FIRST NB OF HOOKER,1140060,20200331
816304,MARBLEHEAD BK,0,20200331
816603,WASHINGTON TC OF WESTERLY,1115349,20200331
816751,KINDRED ST BK,0,20200331
817477,UNION SVG BK,2887296,20200331
817824,PNC BK NA,1069778,20200331
