RSSD9001,RSSD9010,RSSD9348,RSSD9999
150035,FIRST FARMERS & MRCH B,1083783,20200331
150044,UNITED BK MI,1207392,20200331
150156,UNION ST BK OF BROWNS VALLEY,1125544,20200331
150727,RICHWOOD BKG CO,1250651,20200331
151546,SECURITY NB,1099195,20200331
151957,FIRST ST BK,1054765,20200331
152057,BANK OF COMMERCE,2480491,20200331
152253,CASTLE ROCK BK,0,20200331
152431,LONGVIEW B&TC,1204618,20200331
152440,CENTRAL ST BK,1095861,20200331
153054,NORTHWESTERN BK,1246542,20200331
153353,PEOPLES B&TC,1248658,20200331
154154,FIRST NB&TC,1065163,20200331
154770,MUTUALONE BK,0,20200331
155759,CLEO ST BK,1052958,20200331
156457,HOMETOWN CMNTY BK,2752125,20200331
156635,COLCHESTER ST BK,0,20200331
156970,FAMILY BK,0,20200331
157155,THAYER CTY BK,1058932,20200331
157379,METHUEN CO-OP BK,0,20200331
157650,MINNESOTA LAKES BK,1125245,20200331
157744,HOOSIER HEARTLAND ST BK,3823657,20200331
157856,FIRST B&TC,1055593,20200331
158376,FIRST FSB,0,20200331
158714,ROYAL BK OF CANADA NY BR,0,20200331
158741,CROSSROADS BK,1139859,20200331
159636,WILSON B&TC,2004141,20200331
159645,STATE BK REESEVILLE,2629834,20200331
159953,OKLAHOMA B&TC,1065613,20200331
159971,SOMERSET SVG BK,0,20200331
160360,DBA OR PACIFIC BK,3152423,20200331
160454,FIRST NB,1106990,20200331
160650,CHARTER BK,3485989,20200331
160959,KS STATEBANK,1139363,20200331
161273,NORTH SHORE BK A CO-OP BK,2621182,20200331
161602,CANANDAIGUA NB&TC,1133503,20200331
162337,CITIZENS TRI-CTY BK,1085330,20200331
163343,CENTREBANK,1416989,20200331
163370,MANSFIELD CO-OP BK,0,20200331
163549,INCREDIBLEBANK,1209426,20200331
163857,F&M BK,1054550,20200331
164153,LAKE REGION BK,1125647,20200331
164331,LOGAN B&TC,1133259,20200331
164377,SHARON BK,3845668,20200331
164957,CONCORDIA BK,1249495,20200331
164975,STOUGHTON CO-OP BK,0,20200331
165039,SOUTHCREST BK NA,2497202,20200331
165628,FIRST FNCL BK,1071276,20200331
165758,NEW MARKET BK,1143904,20200331
165806,BANK OF CASTILE,2367921,20200331
166111,NORTH COUNTRY SVG BK,0,20200331
166531,BANK OF FRANKEWING,1136447,20200331
166652,ALLIANCE BK,1127146,20200331
166849,FARMERS NB OF GRIGGSVILLE,2156835,20200331
167453,BLUFF VIEW BK,1127249,20200331
167565,WELLS FARGO,1120754,20200331
167752,MARION NB,2857552,20200331
168357,COMMUNITY DEV BK FSB,3802540,20200331
168571,ARMOR BK,5046816,20200331
169327,PROVIDENT ST BK,2496269,20200331
169354,STATE NB,1110278,20200331
169653,FIRST BK,1118797,20200331
169756,WESTERN CMRC BK,1109227,20200331
169877,STANDARD CHARTERED BK INTL AME,1238444,20200331
170257,HASKELL NB,1103494,20200331
170275,VOLUNTEER FSB,0,20200331
170332,FIRST EXCH BK,2257116,20200331
170640,1ST ST BK MASON CITY,3070152,20200331
171133,EASTERN NB,0,20200331
171656,CARSON BK,1061455,20200331
171759,F&M CMNTY BK NA,1122178,20200331
171768,SOUTHSTAR BK SSB,1107184,20200331
172251,RANDALL ST BK,2359869,20200331
172457,CITIZENS BK OF EDMOND,3078215,20200331
172475,CREST SVG BK,3836901,20200331
172859,FIRST ST BK,1058071,20200331
173306,NATIONAL BK OF MIDDLEBURY,1136214,20200331
173342,PIGGOTT ST BK,1098321,20200331
173557,SAINT JOHNS B&TC,2630746,20200331
173575,VILLAGE BK,0,20200331
173641,FIRST NB RUSSELL SPRGS,1099140,20200331
173959,FIRST NB,3828241,20200331
174321,BLUE RIDGE BK,3614668,20200331
174367,COMMERCE BK TX,3681905,20200331
174572,COLUMBIA BK,2571120,20200331
175056,BANK OF WESTERN OK,1062706,20200331
175140,COMMUNITY FIRST BK,1492291,20200331
175458,BANK OF MEAD,1067206,20200331
175609,BK OF MILLBROOK,2646998,20200331
176101,ORANGE B&TC,3596009,20200331
176325,FARMERS & MRCH BK,1071155,20200331
176437,BANK OF WRIGHTSVILLE,1138656,20200331
176464,ALLIANCE BK,2127068,20200331
176642,LNB CMNTY BK,2807007,20200331
177135,FIRST PROGRESSIVE BK,0,20200331
177443,FIRST NB TAYLORVILLE,1133585,20200331
177500,FIRST NB OF ORWELL,0,20200331
177555,CORN GROWERS ST BK,1133138,20200331
177751,CASS CMRL BK,1098648,20200331
177920,MIDDLEFIELD BKG CO,1398740,20200331
178150,LAONA ST BK,1128189,20200331
178244,BELLEVUE ST BK,2307310,20200331
178356,COLFAX BKG CO,2948254,20200331
178851,GRAND VALLEY BK,3701269,20200331
179148,SUCCESS BK,1205044,20200331
179335,BANK OF WIGGINS,0,20200331
179700,CLINTON SVG BK,3195756,20200331
180144,SACRAMENTO DEPOSIT BK,1133923,20200331
180443,IOWA PRAIRIE BK,1131273,20200331
180537,TOWN-COUNTRY NB,0,20200331
180845,ILLINI ST BK,4361361,20200331
181664,UNITED OVERSEAS BK LA AGY,0,20200331
181963,CITY NB,1109825,20200331
182353,BANK OF PALMER,4464534,20200331
182951,CLASSIC BK NA,2762384,20200331
183668,BANK OF HEMET,3058057,20200331
183770,MECHANICS CO-OP BK,4262347,20200331
183958,FIRST NB&TC,1066432,20200331
184142,LAKESTONE B&T,1139297,20200331
184656,CITIZENS NB,3220274,20200331
184759,WASHITA VALLEY BK,1061932,20200331
185251,FIRST NB OF FLETCHER,2816858,20200331
185448,SOLON ST BK,1137903,20200331
185859,LINDELL B&TC,1095889,20200331
186221,OLD POINT NB OF PHOEBUS,1076673,20200331
186548,TSB BK,0,20200331
186717,FIRST NORTHERN B&TC,1117213,20200331
186744,FIRST CITIZENS BK,1203509,20200331
187255,BANK OF MONTREAL-HOUSTON AGY,0,20200331
187648,VERMONT ST BK,0,20200331
187947,BANK IA,1202762,20200331
188056,NORTHERN ST BK,1907106,20200331
188177,WESTMORELAND FS&LA,0,20200331
188430,FLORIDA CAP BK NA,3223828,20200331
188449,PCSB BK,1200049,20200331
188720,FARMERS BK OF APPOMATTOX,0,20200331
188739,BASILE ST BK,2937182,20200331
188917,FIRST NB OF ABSECON,2579612,20200331
189044,COMMONWEALTH B&TC,1118948,20200331
189129,COMMERCIAL & SVG BK,1967865,20200331
189549,ADVANTAGE CMNTY BK,3155273,20200331
189745,INLAND B&TC,2944144,20200331
189950,FIRST ST BK OF ROSCOE,2619059,20200331
190563,FIRST ST BK OF TX,4935502,20200331
190648,IOWA SVGS BK,1200478,20200331
190947,FIRST ST BK,0,20200331
190956,WANDA ST BK,0,20200331
191355,FRONTIER BK,1051979,20200331
191935,FIRST ST BK OF THE FL,3897519,20200331
192147,CITIZENS B&TC,1491360,20200331
192558,FIRST BK KS,1056769,20200331
192651,PEOPLES ST BK OF WELLS,1125124,20200331
192857,BANK OF THE PANHANDLE,2623001,20200331
193162,FIRST NB,0,20200331
193247,FIDELITY BK,3231382,20200331
193537,BANK OF DAWSON,1085536,20200331
193649,FIRST T&SB OF WATSEKA,2251776,20200331
193809,DEDHAM INST FOR SVG,5164989,20200331
194440,COMMERCIAL SVGS BK,1132971,20200331
194570,HERITAGE BK OF ST TAMMANY,5110324,20200331
194936,BANKSOUTH,1084061,20200331
195111,RHINEBECK BK,3271230,20200331
195157,FIRST NB OF SEDAN,0,20200331
195456,FIRST NB,2411619,20200331
196752,TRICENTURY BK,2723862,20200331
196800,MARTHA'S VINEYARD SB,0,20200331
197142,SPRINGFIELD ST BK,1119365,20200331
197254,FIRST NB,3391642,20200331
197302,EAGLE BK,0,20200331
197478,EAST WEST BK,2734233,20200331
197759,FIRST NB MN,1128460,20200331
198046,COMMUNITY ST BK OF SW INDIANA,1134153,20200331
198073,FIRST FS&L BK,3308051,20200331
198149,ABBYBANK,3612794,20200331
198251,SHERBURNE ST BK,3348011,20200331
198961,FIRST NB OF BOSQUE CTY,1104110,20200331
199137,WARRINGTON BK,1129515,20200331
199351,WESTERN NB,3822632,20200331
199436,ALTAMAHA B&TC,1081510,20200331
199463,WESTERN BK,4442523,20200331
200042,STATE BK WAPELLO,1210785,20200331
200378,BANC OF CA NA,3153130,20200331
200435,WAUCHULA ST BK,1081239,20200331
200640,PARK BK,1208184,20200331
201254,AMERICANA CMNTY BK,1128705,20200331
201834,LAKESIDE BK,2128917,20200331
202514,CUMBERLAND SECURITY BK,2909170,20200331
202541,IOWA T&SB,1202119,20200331
202907,COMMUNITY BK NA,1048867,20200331
203043,MIDWEST HERITAGE BK FSB,1200852,20200331
203052,SENATH ST BK,1920516,20200331
203575,CONNEAUT SVG BK,4028897,20200331
204004,PROVIDENT BK,3133637,20200331
204077,CHESAPEAKE BK OF MD,3831960,20200331
204237,BK OF EASTMAN,2453936,20200331
204826,FIRST NB IN NEW BREMEN,0,20200331
205243,FARMERS & MERCHANTS BK,0,20200331
205346,FARMERS SVGS BK,1207338,20200331
205458,STATE BK OF TAUNTON,3613540,20200331
205542,CHEROKEE ST BK,0,20200331
206156,SOUTHWEST CAP BK,1060168,20200331
206174,AMBLER SVG BK,0,20200331
206473,EQUITABLE S&LA,3835155,20200331
206772,EASTERN INTL BK,5230905,20200331
206950,UNION ST BK,1055838,20200331
207041,FIRST NB OF BROWNSTOWN,2199083,20200331
207050,WEST GATE BK,1061736,20200331
207452,GRANT CTY BK,3636316,20200331
207470,FIRST FED BK OF OH,0,20200331
207555,NORTHWESTERN BK NA,1126466,20200331
207845,FIRST NAT B&TC,1209042,20200331
207872,FIRST UT BK,1027992,20200331
207957,CITIZENS ST BK OF TYLER,1123287,20200331
208057,VERMILLION ST BK,1128581,20200331
208244,OLD NB,1098303,20200331
208347,BENTON ST BK,2983246,20200331
208440,FARMERS ST BK,1245611,20200331
208459,STEARNS BK NA,2295837,20200331
208570,UNIVERSAL BK,2967835,20200331
208655,FIRST NORTHEAST BK OF NE,4151302,20200331
208972,KEYSAVINGS BK,0,20200331
209111,BANK OF MONTREAL NY BR,0,20200331
209148,FIRST NB OF CARMI,1098929,20200331
209362,BANK OF WHITTIER NA,1398692,20200331
209447,CITIZENS BK,1119619,20200331
209559,FNB WA,1055584,20200331
209858,INBANK,5199776,20200331
210238,SOUTHEASTERN BK,1082058,20200331
210256,WADENA ST BK,1123719,20200331
210434,NORTHERN TC,1199611,20200331
210779,PEOPLES FS&LA,3828643,20200331
211114,HYDEN CITIZENS BK,1071539,20200331
211271,NORTH AMER SVG BK FSB,3841941,20200331
211338,COFFEE CTY BK,1083091,20200331
211851,SECURITY ST BK OF WANAMINGO,1135271,20200331
212018,PENNIAN BK,1132896,20200331
212335,PERSONS BKG CO,1081314,20200331
212344,CITIZENS ST BK,1210301,20200331
212465,MUFG UNION BK NA,2961897,20200331
212513,MIZUHO BK NEW YORK BR,0,20200331
212522,SOMERSET TC,2914857,20200331
212577,HOMETRUST BK,4366003,20200331
213471,SLOVENIAN S&LA,0,20200331
213538,BANK OF ABBEVILLE & TC,0,20200331
213912,APPLE CREEK BKG CO,1248993,20200331
213958,CITIZENS ST BK OF WAVERLY,1133549,20200331
214106,BANK OF GREENE CTY,2728595,20200331
214414,FARMERS & MRCH ST BK,1134630,20200331
214722,CHESAPEAKE BK,1075881,20200331
214807,DEUTSCHE BK TC AMERICAS,1242423,20200331
214843,FIRST NB IN CRESTON,1978713,20200331
215112,OVERSEA-CHINES BKG CORP NY AGY,0,20200331
215345,MANUFACTURERS B&TC,2269977,20200331
215354,MERAMEC VALLEY BK,1097137,20200331
215653,WELCOME ST BK,1126073,20200331
215662,AMERICAN BK CMRC,1107193,20200331
215710,JUNIATA VALLEY BK,1117512,20200331
216164,FIRST ST BK,1133044,20200331
216230,FIRST NB NW FL,1246784,20200331
216632,COLUMBIA BK,5216570,20200331
216717,UNITED OVERSEAS BK NY AGY,0,20200331
216922,FIRST BK,1076431,20200331
217059,FIRST FARMERS & MRCHS BK,1247576,20200331
217237,STATE BANK INDIA CHICAGO BR,0,20200331
218131,CBBC BK,1082478,20200331
218261,ZAPATA NB,1107223,20200331
218850,STATE BK OF ODELL,1051054,20200331
218878,SECURITY BK S B,0,20200331
219044,COLLINS ST BK,1399783,20200331
219651,CNB BK,1131527,20200331
219679,CARROLLTON FED BK,0,20200331
220059,WNB FNCL NA,1133660,20200331
220527,PEOPLES BK,2818245,20200331
220844,DENVER SVG BK,1210468,20200331
220974,FIRST FED BK,3842050,20200331
221775,INTERAMERICAN BK FSB,0,20200331
222156,FIRST ST BK OF WYOMING,1128554,20200331
222446,DENMARK ST BK,1209789,20200331
222558,BANK OF BAKER,1128264,20200331
222754,FIRST WESTROADS BK,1840687,20200331
223005,PUTNAM BK,3152003,20200331
223322,FIRST B&TC,1988646,20200331
223452,PEOPLES BK OF WYACONDA,1097995,20200331
223751,BELT VALLEY BK,0,20200331
223845,DANVILLE ST SVG BK,1250464,20200331
224552,ALMENA ST BK,5188060,20200331
224954,HEADWATERS ST BK,1127351,20200331
225054,ANDOVER ST BK,1063048,20200331
225157,ULTIMA BK MN,1127276,20200331
225241,STATE BK BURNETTSVILLE,2634221,20200331
225559,BANK OF BARTLETT,1097249,20200331
225942,HERITAGE BK,1205594,20200331
226949,GRAND RIVERS COMNTY BK,4625595,20200331
227151,UNION ST BK,3094121,20200331
227357,BRENHAM NB,1108789,20200331
227517,UNICREDIT NY BR,0,20200331
227656,BRIGHTON BK,1140248,20200331
227777,MILFORD FED BK,0,20200331
228000,FRANKLIN SVG BK,2596758,20200331
228055,FARMERS SECURITY BK,1126523,20200331
228158,FIRST MW BK OF POPLAR BLUFF,2321594,20200331
228279,CROSSROADS BK,3848258,20200331
228345,STATE BK NEWBURG,3089314,20200331
229070,FIRST FS&LA,0,20200331
229173,AUBURN SB FSB,3799369,20200331
229342,STATE B&TC,1202258,20200331
229454,FIRST ST BK OF BROWNSBORO,3306561,20200331
229801,VALLEY NB,1048773,20200331
229913,MIZUHO BK USA,3185355,20200331
230423,FIRST CITIZENS NB,0,20200331
230610,HOCKING VALLEY BK,2170868,20200331
230759,INTERNATIONAL BK OF CMRC,1104231,20200331
231279,CHESTER NB,2434104,20200331
231671,WASHINGTON SB,0,20200331
232847,FIRST ST BK SHANNON-POLO,1209985,20200331
232856,TEXAS BK,0,20200331
233031,REGIONS BK,3242838,20200331
233116,ERSTE GROUP BK NY BR,0,20200331
233246,FIRST CMNTY BK,2382335,20200331
233358,CITIZENS NB,1103373,20200331
233442,IUKA ST BK,3217180,20200331
233527,BLUE RIDGE BK NA,1426960,20200331
233554,WESTERN ST BK,4247081,20200331
234355,CENTRAL NB,1064429,20200331
234506,NATIONAL BK OF COXSACKIE,5333404,20200331
234739,FIRST VOLUNTEER BK,1081716,20200331
234841,NEW ALBIN SVG BK,0,20200331
235174,MUTUAL FED BK,3849013,20200331
235231,UNION BK,1129542,20200331
235316,ROCKHOLD BK,2855576,20200331
235446,SHELBY CTY ST BK,1138058,20200331
235530,RESOURCE BK NA,1207945,20200331
235558,CITIZENS ST BK,1052949,20200331
235950,JOHNSON ST BK,1059724,20200331
236153,FIRST INTERNATIONAL B&TC,1135048,20200331
236256,BANK OF BROOKFIELD PURDIN NA,1022063,20200331
236603,DELAWARE NB OF DELHI,2263331,20200331
236706,PEAPACK GLADSTONE BK,2651590,20200331
236957,UPPER PENINSULA ST BK,1129159,20200331
237066,WEST TX NB,1109834,20200331
237619,PIONEER BK,5374461,20200331
237954,IDABEL NB,2107499,20200331
238139,FIRST BK MANHATTAN,1206603,20200331
238250,PEOPLES ST BK,1123821,20200331
238737,TERRABANK NA,0,20200331
239556,FIRST BK UPPER MICHIGAN,1978414,20200331
239613,FNCB BK,2560263,20200331
239659,FIRST BK,1109544,20200331
239752,FIRST NB,1055696,20200331
240954,FIRST NB,1130191,20200331
241009,FIRST NB OF DRYDEN,0,20200331
241157,VISION BK NA,3292253,20200331
241559,COLUMBUS B&TC,4499983,20200331
241607,GORHAM SVG BK,3444717,20200331
242257,PEOPLES SVGS BK OF RHINELAND,4902906,20200331
242444,TRI CITY NB,1203974,20200331
242949,FNNB BK,1200964,20200331
242958,BAYBANK,2533070,20200331
242976,BAYVANGUARD BK,3837373,20200331
243375,GREEN DOT BK,4057262,20200331
243414,FIRST NB,1071258,20200331
243955,PEOPLES B&TC,0,20200331
244037,FRIEND BK,2848653,20200331
244149,BANK OF ENGLAND,2795083,20200331
244158,WAYPOINT BK,1053320,20200331
244251,AMERICAN ST B&TC OF WILLISTON,2632571,20200331
245016,HABIB AMER BK,2817930,20200331
245276,ORIENTAL BK,2490575,20200331
245351,FRAZER BK,1056134,20200331
245557,SUPERIOR NB&TC,1495854,20200331
246022,BANK OF SC,2297701,20200331
246134,FIRST S ST BK,1869987,20200331
246237,STATE BK CERRO GORDO,1205923,20200331
246451,CITIZENS BK,4504917,20200331
246657,BANK OF LABOR,1051317,20200331
246947,FIRST NB OF SPARTA,1099421,20200331
246956,ALVA ST B&TC,3822687,20200331
247140,OREGON CMNTY BK,1205473,20200331
247355,SECURITY ST B&TC,1107308,20200331
247476,ROANOKE RAPIDS SVG BK SSB,0,20200331
247551,HIGH PLAINS BK,1062760,20200331
247908,KENNEBUNK SVG BK,5117323,20200331
248240,BANK OF SPRINGFIELD,1247361,20200331
248352,WESTERN NE BK,4169950,20200331
248455,FIRST ST B&TC,4237998,20200331
248633,FIRST JACKSON BK,2306993,20200331
248745,OOSTBURG ST BK,2128944,20200331
249416,UNB BK,1249945,20200331
249612,APPLE BK FOR SVG,3446412,20200331
249658,ROCKY MNT B&TC,1067233,20200331
250430,FIRST ST BK OF THE S,1132289,20200331
250476,GN BK,0,20200331
250515,LANDESBANK HESSEN-THURIN NY BR,0,20200331
250850,COMMUNITY BK,1249570,20200331
251352,BANCCENTRAL NA,2107789,20200331
251558,FIRST NB&TC IRON MOUNTAIN,1416671,20200331
251745,FIRST NB OF EAST ARKANSAS,1099449,20200331
251857,SECURITY ST BK WISHEK ND,1125517,20200331
251978,HOMELAND FSB,3816547,20200331
252041,CITY ST BK,2022725,20200331
252256,EAGLE ST BK,4465885,20200331
252452,PREFERRED BK,3468209,20200331
252658,COMMUNITY FIRST BK,1056451,20200331
253356,MOODY NB,1107522,20200331
253468,RIVER CITY BK,0,20200331
253516,GULF INTL BK NY BR,0,20200331
253646,NSB BK,1204841,20200331
253730,SWEET WATER ST BK,3346745,20200331
253776,FIRST SAVANNA SVG BK,0,20200331
254317,BANK OF UTICA,0,20200331
254504,CATTARAUGUS CTY BK,3009714,20200331
254849,FIRST INDEPENDENCE BK,1134564,20200331
255350,MINERS ST BK,2962344,20200331
255547,COMMUNITY BK OF TRENTON,3436927,20200331
255556,CITIZENS B&TC OF ARDMORE,1064139,20200331
255574,FIDELITY BK,0,20200331
255659,BANK OF COLORADO,1053272,20200331
255873,HOME SVG BK,4522199,20200331
256049,TEXICO ST BK,1132841,20200331
256058,AMERICAN NATION BK,1131853,20200331
256076,RIO GRANDE S&LA,0,20200331
256179,UTAH INDEP BK,0,20200331
256553,DACOTAH BK,1121229,20200331
257233,FIRST BK OF AL,1135356,20200331
257345,PESHTIGO NB,1210310,20200331
257578,FIRST FSB,2389996,20200331
257653,FARMERS & MRCH BK,0,20200331
257756,FMS BK,1066049,20200331
258146,NORTH ADAMS ST BK,1134171,20200331
258306,MILFORD BK,0,20200331
258379,TAYLORSVILLE SVG BK SSB,0,20200331
258445,MARINE BK,1823608,20200331
258539,STATE BK CHERRY,1246403,20200331
258771,HOMESTREET BK,3843507,20200331
258874,WORTHINGTON FSB,0,20200331
259059,F&M BK,3675959,20200331
259330,FIRST US BK,1086168,20200331
259442,MOUND CITY BK,2510428,20200331
259956,STATE SVG BK OF MANISTIQUE,1137686,20200331
260055,ALPINE BK,1061679,20200331
260831,BANK OF SOPERTON,1250736,20200331
260868,SPIRIT OF TX BK SSB,2303947,20200331
261146,MAGNOLIA BK,1095843,20200331
261360,CITIZENS ST BK,2100089,20200331
261940,ANSTAFF BK,2619349,20200331
262059,AVB BK,1057980,20200331
262237,FIRST PORT CITY BK,1082601,20200331
262358,AMERICAN ST BK,4136046,20200331
262741,FARMERS B&TC,1246962,20200331
262844,PEOPLES ST BK,1209499,20200331
262956,PEOPLES ST BK OF MUNISING,3072017,20200331
263243,FIRST KENTUCKY BK INC,1096176,20200331
263627,FIRST NB,3015612,20200331
264455,FIRST ST BK,3072660,20200331
264772,RADIUS BK,4121912,20200331
265340,FARMERS BK,3017700,20200331
265407,BANK OF NH,2545831,20200331
265452,STOCKGROWERS ST BK,1064410,20200331
265676,CENTRAL BK,0,20200331
266066,FIRST NB,1840351,20200331
266244,STATE BK OF WATERLOO,3939473,20200331
266253,ACB BK,1055708,20200331
266271,TCF NB,1201934,20200331
266655,FIRST B&TC OF FULLERTON,1247811,20200331
266851,FARMERS & MRCHS BK OF ST CLAIR,2591539,20200331
266945,MONTICELLO BKG CO,1097922,20200331
267652,SECURITY ST BK OF AITKIN,1125441,20200331
268006,MASCOMA BK,3846106,20200331
268136,CITIZENS BK OF SWAINSBORO,1976607,20200331
268677,CARVER FSB,2531245,20200331
268828,GRUNDY NB,2630193,20200331
268976,WINCHESTER CO-OP BK,0,20200331
269049,VISIONBANK OF IA,4442596,20200331
269058,LAKE CENTRAL BK,4035943,20200331
269571,ARMSTRONG CTY B&LA,0,20200331
269759,FARMERS & MERCHANTS ST BK,1121984,20200331
270148,STATE BK OF WHITTINGTON,1140725,20200331
270353,ARLINGTON ST BK,1123728,20200331
270504,COMMUNITY NB,1115040,20200331
270531,BRICKYARD BK,2447935,20200331
270652,SECURITY ST BK,0,20200331
271136,BANK OF LA,1247594,20200331
271275,DEAN CO-OP BK,0,20200331
271341,PEOPLES BK MT WASHINGTON,1099999,20200331
271529,COUNTYBANK,3147625,20200331
272030,PEOPLES BK OF GA,0,20200331
272058,STATE BK OF BELLINGHAM,1122132,20200331
272151,GRANGER NB,1137257,20200331
272272,SOUTHERN BK,3266227,20200331
272302,INSTITUTION SVG IN NEWBURYPORT,0,20200331
273336,BANK OF TAMPA,1246467,20200331
273550,CITIZENS ST BK,2961226,20200331
273653,CONCORDE BK,2623551,20200331
273662,FIRST ST BK,1102451,20200331
273840,COMMUNITY FIRST BK,3575264,20200331
273859,FARMERS & MRCH BK,0,20200331
274025,MT VICTORY ST BK,2266873,20200331
274052,FARMERS & MRCH BK MOUND CITY,1051410,20200331
274548,NORTHWESTERN BK,1200348,20200331
274829,TRUPOINT BK,2227687,20200331
274856,CITIZENS ST BK OF ARLINGTON,0,20200331
275255,BANNER CAP BK,4437426,20200331
275358,AMERICAN B&T,1131406,20200331
275479,COMMONWEALTH COOP BK,0,20200331
275657,FIRST ST BK,1059591,20200331
276074,SENECA SVGS,5125373,20200331
276159,SOUTHWIND BK,2411628,20200331
276551,FIRST NB OF HUGO,1998702,20200331
276579,ZIONS BC NA,0,20200331
276645,AMERICAN ST BK,1144095,20200331
276654,FIRST FARMERS & MRCH ST BK,1247576,20200331
276850,SECURITY FIRST BK,2360454,20200331
276953,COMMUNITY BK,0,20200331
277240,FIRST NATIONS BK,1889565,20200331
277277,SSB BK,5161335,20200331
277679,INTERSTATE FS&LA,0,20200331
277736,PEOPLES BK OF S,0,20200331
277820,PALMETTO ST BK,1076329,20200331
278078,WELLESLEY BK,4325121,20200331
278153,PEOPLES BK,1052220,20200331
278256,FARMERS ST BK OF OAKLEY,1248836,20200331
278555,STRIDE BK NA,1051465,20200331
278733,CITIZENS BK OF COCHRAN,1246252,20200331
278751,WESTERN NB CASS LAKE,3271267,20200331
278818,PEOPLES SCTY B&TC,1139541,20200331
278872,EAGLE SV BK,5112542,20200331
279105,FLORENCE BK,3367106,20200331
279842,RIVER BK,2486813,20200331
279954,CITIZENS ALLI BK,1128134,20200331
280110,KEYBANK NA,1068025,20200331
280138,WEST CENT GA BK,1083998,20200331
280352,FIRST BK,2209030,20200331
280558,FIRST NB OF COKATO,1125320,20200331
282048,PEOPLES B&TC,1096420,20200331
282075,WASHINGTON FNCL BK,3831326,20200331
282226,FARMERS & MRCH BK OF SC,1137426,20200331
282824,ELDERTON ST BK,3631012,20200331
283157,STATE BK OF DANVERS,3042841,20200331
283438,LIBERTY B&TC,1130548,20200331
283652,TRIAD BK NA,1129690,20200331
283737,FIRST NB OF TN,0,20200331
283867,WALLIS BK,2693956,20200331
284154,OKLAHOMA CAP BK,4877237,20200331
284239,BANK OF PERRY CTY,0,20200331
284556,STOCKMANS BANK,1057216,20200331
284752,NORTHWOODS BK OF MN,1124097,20200331
284958,FIRST ST BK,2684589,20200331
285151,COLORADO B&TC OF LA JUNTA,0,20200331
285348,STATE BK,1246328,20200331
285544,CAPITOL NB,0,20200331
285553,SECURITY ST BK,1127771,20200331
285740,PADUCAH B&TC,1099908,20200331
285759,OKLAHOMA ST BK,1059797,20200331
285777,NOKOMIS SB,0,20200331
285852,FIRST OPTION BK,1053777,20200331
285928,PEOPLES BK,2916020,20200331
286251,BANK OF VICI,1055605,20200331
